Card Type Code,Card Type Full Name,Issuing Bank,Card Number,Card Holder's Name,CVV/CVV2,Issue Date,Expiry Date,Billing Date,Card PIN,Credit Limit
DS,Discover,Discover,6565193256171429,Vinnie Higginbotham,907,08/2013,08/2018,10,7243,53300
MC,Master Card,Capital One,5486771146039902,Rose D Lowe,793,11/2007,11/2015,14,0445,181800
JC,Japan Credit Bureau,JCB,3530636232046056,Randal Sollars,674,03/2011,03/2013,8,5932,74800
VI,Visa,Bank of America,4873186664964890,David Q Patel,969,02/2010,02/2013,10,8570,71500
DS,Discover,Discover,6011716636235058,Mckinley Leis,271,04/2013,04/2025,14,0235,92100
AX,American Express,American Express,378083262356728,Anita L Norman,6121,08/2012,08/2030,18,5878,34000
JC,Japan Credit Bureau,JCB,3554366389172957,Shawanda J Daigre,333,09/2012,09/2031,8,8913,89800
VI,Visa,USAA,4248757003934550,Valerie Ross,357,03/2008,03/2019,9,4286,27900
DS,Discover,Discover,6222125183463367,Celeste J Tedeschi,474,05/2014,05/2019,20,1604,75600
AX,American Express,American Express,347553034279471,Mario J Williams,7914,02/2015,02/2033,19,8715,192200
DS,Discover,Discover,6011808733965628,Ken O Lapointe,883,02/2008,02/2021,11,2065,96700
JC,Japan Credit Bureau,JCB,3555512219054399,Josephine X Hill,030,06/2008,06/2023,23,2342,131300
MC,Master Card,Chase,5285579043999034,Earnest Pietsch,309,05/2012,05/2022,8,7400,11000
VI,Visa,Chase,4813277413922348,Carol E Hancock,595,11/2007,11/2008,10,3937,76700
JC,Japan Credit Bureau,JCB,3556058988867677,Carlena M Norton,465,10/2016,10/2025,15,1070,87700
AX,American Express,American Express,347267294086621,Kyle A Andrews,1587,06/2012,06/2026,27,3817,131500
MC,Master Card,Citibank,5445901334172799,Karri M Shew,877,12/2012,12/2031,11,0008,138000
DC,Diners Club International,Diners Club,30391464142279,Francis F Thompson,223,07/2010,07/2016,15,7511,121000
DC,Diners Club International,Diners Club,30373012041641,Kevin T Hiatt,365,02/2016,02/2022,18,8650,57600
JC,Japan Credit Bureau,JCB,3558903141313978,Gerald N Eaton,837,12/2011,12/2029,1,8669,151300
JC,Japan Credit Bureau,JCB,3543794640552325,Ulrike N Howery,459,06/2017,06/2031,4,5184,147600
JC,Japan Credit Bureau,JCB,3534714452193175,Lisa X Bauer,713,03/2013,03/2023,19,5298,123000
VI,Visa,Chase,4359436040068640,An A Harvin,587,08/2009,08/2010,15,7850,196600
JC,Japan Credit Bureau,JCB,3587555309012167,Nicholas Pollard,584,10/2009,10/2010,20,5886,107100
DS,Discover,Discover,6451121780937095,Loren S Bevins,714,04/2012,04/2030,7,1582,159600
JC,Japan Credit Bureau,JCB,3540901318274214,Russell K Melendez,895,02/2009,02/2019,27,4457,115600
JC,Japan Credit Bureau,JCB,3528429838947362,Maurice Battiste,205,01/2017,01/2019,28,7818,180500
MC,Master Card,Chase,5421994063027779,Marvin V Hooper,106,03/2007,03/2013,19,6148,128100
VI,Visa,Chase,4946716606474799,Antwan Risk,547,12/2014,12/2019,17,2789,36300
DS,Discover,Discover,6011019599102575,Randall Z Harvey,351,02/2014,02/2017,12,7350,143600
AX,American Express,U.S. Bancorp,377165103566879,Mariano Grundy,8273,01/2013,01/2020,6,2089,29000
AX,American Express,Bank of America,341273776226004,Cheryl Jefferson,1871,12/2007,12/2012,11,6981,71800
DS,Discover,Discover,6573488931701768,Camilla A Dragoo,969,01/2013,01/2020,17,1856,74500
VI,Visa,USAA,4986146381170670,Jeffery Valdez,482,06/2017,06/2032,12,7954,88900
VI,Visa,Chase,4383317427095846,Rasheeda Berends,807,09/2010,09/2014,13,9361,61400
JC,Japan Credit Bureau,JCB,3555465821456504,Stanley Z Tran,734,04/2009,04/2027,5,0411,37800
VI,Visa,Capital One,4774714124825250,Guillermo X Hammons,240,08/2017,08/2027,27,8327,34400
VI,Visa,Chase,4244297633113394,Francisco S Curtis,927,11/2011,11/2029,10,0762,112400
JC,Japan Credit Bureau,JCB,3575278283742881,Juan P Delosreyes,236,09/2014,09/2032,24,6782,138800
DS,Discover,Discover,6011963606348269,Juanita O Navarro,790,10/2013,10/2032,18,3123,169300
MC,Master Card,Wells Fargo,5325557385700345,Rae K Sims,461,11/2007,11/2022,22,7770,116600
MC,Master Card,Barclays,5244360865016060,Tyler Q Wilkins,202,06/2009,06/2010,16,2189,194200
DC,Diners Club International,Diners Club,30578827715904,Lessie Q Silvers,659,05/2015,05/2021,18,5725,95400
DC,Diners Club International,Diners Club,30566764606707,Audrey F Beasley,072,06/2016,06/2023,5,9117,120700
DC,Diners Club International,Diners Club,30278069627822,Amado O Beran,188,01/2011,01/2031,19,3813,86200
DC,Diners Club International,Diners Club,30993548037332,Beatrice P Johnston,331,05/2007,05/2013,17,4483,100900
VI,Visa,Chase,4022835891625464,Darin D Ransome,727,05/2009,05/2020,15,0077,25800
VI,Visa,Chase,4292197262531034,Debbie A Drake,820,03/2017,03/2019,22,4864,94900
VI,Visa,PNC,4405851324428142,Ludie Bath,042,02/2009,02/2020,13,2669,154700
VI,Visa,Chase,4349208142720672,Brian Suarez,190,10/2016,10/2034,19,2126,160400
VI,Visa,Chase,4334913539007552,Esteban Y Lohr,963,05/2014,05/2021,7,7012,51000
DS,Discover,Discover,6011807430123051,Connie Q Mccormick,273,06/2008,06/2016,4,6960,26000
AX,American Express,American Express,372149688056576,Jack Falkner,6221,02/2012,02/2027,24,0172,198700
AX,American Express,Bank of America,376311217982583,Albert R Evans,1465,04/2015,04/2035,7,0745,184100
DS,Discover,Discover,6011827150322287,Zetta I Stockman,977,11/2017,11/2020,18,0280,131100
DS,Discover,Discover,6559554612231611,Melissa Meadows,125,02/2010,02/2025,1,2287,140900
DC,Diners Club International,Diners Club,30406858810974,Dakota Gresham,093,06/2008,06/2012,11,1304,167200
VI,Visa,Chase,4612918411096352,Eddie Duran,442,03/2016,03/2026,4,8513,146800
MC,Master Card,Citibank,5297095943791393,Jenniffer T Turek,292,07/2007,07/2025,15,5981,115400
MC,Master Card,Citibank,5408666307764790,Donna P Love,553,12/2008,12/2022,23,0664,47400
VI,Visa,U.S. Bancorp,4659172784698683,Danial P Boatright,610,11/2009,11/2023,25,2231,155600
AX,American Express,American Express,340344833001168,Laura Ratliff,2249,12/2011,12/2014,18,0060,154300
DC,Diners Club International,Diners Club,38109951573208,Mirella B Marts,188,12/2011,12/2028,12,0853,31400
JC,Japan Credit Bureau,JCB,3539924110420622,Janice D Payne,627,08/2010,08/2018,7,0006,151000
MC,Master Card,Chase,5226184844175025,Kyra J Mowbray,511,10/2015,10/2016,21,4831,147600
VI,Visa,Cabela’s WFB,4759657291624668,Bertha D Olsen,269,04/2009,04/2015,28,2878,78000
DC,Diners Club International,Diners Club,30474084688655,Marketta V Matzke,186,09/2016,09/2030,23,3047,39300
DC,Diners Club International,Diners Club,30311054389155,Kevin U Lancaster,238,08/2008,08/2026,18,3982,77800
DC,Diners Club International,Diners Club,38929831142613,Cynthia H Suitt,542,06/2007,06/2016,23,3726,183800
DC,Diners Club International,Diners Club,30110141081373,Dorothy K Roman,062,05/2017,05/2019,4,6224,187400
DC,Diners Club International,Diners Club,39100475598549,Emerson Beier,141,04/2010,04/2025,12,5414,55200
DS,Discover,Discover,6011451594216003,Andrea L Bonner,920,12/2015,12/2022,4,2167,186000
AX,American Express,Bank of America,374333544316204,Sid H Mandeville,3657,08/2016,08/2031,15,5814,199100
DS,Discover,Discover,6011973761134487,Marjorie A Bates,127,08/2010,08/2026,14,2531,119500
DC,Diners Club International,Diners Club,30401567213461,Coreen O Wendt,761,05/2012,05/2031,2,1282,182000
MC,Master Card,Chase,5456016264876537,Ethel T Castillo,118,10/2007,10/2017,10,2701,84200
MC,Master Card,Capital One,5424822335017533,Dana L Neu,522,03/2007,03/2017,27,2299,96700
DS,Discover,Discover,6521264685480245,Diane Browning,913,05/2008,05/2020,11,1310,176800
VI,Visa,Wells Fargo,4077033804545524,Dion D Vermillion,844,12/2008,12/2015,3,2738,46500
DC,Diners Club International,Diners Club,30923833280743,Lloyd M Brock,569,03/2016,03/2026,2,7446,47900
VI,Visa,Chase,4281133567007191,Zack E Kinsley,779,09/2008,09/2020,11,3223,59800
DS,Discover,Discover,6011398998270179,Ellen G Norman,492,10/2012,10/2024,12,5562,11700
JC,Japan Credit Bureau,JCB,3584428406300823,Amos Cordova,940,09/2009,09/2014,6,1412,86200
JC,Japan Credit Bureau,JCB,3561937164150961,Marcus M Wilkerson,465,07/2009,07/2011,13,9639,12800
VI,Visa,Chase,4880034063056036,Cesar Banas,587,07/2007,07/2025,7,4498,150800
DS,Discover,Discover,6011305801304244,Eleanor Poole,528,03/2012,03/2026,2,0676,19100
DS,Discover,Discover,6011986078864612,Chas J Piche,887,07/2011,07/2029,4,1755,30800
DC,Diners Club International,Diners Club,30938497018387,Lois M Jensen,230,10/2014,10/2028,10,4052,136000
JC,Japan Credit Bureau,JCB,3532516471357000,Lorenzo R Fulton,441,04/2015,04/2021,23,7434,147800
MC,Master Card,Barclays,5177952456100039,Earl D Frye,056,03/2010,03/2016,22,5843,116000
DC,Diners Club International,Diners Club,38077173475132,Carisa F Borges,851,10/2017,10/2031,25,6822,93700
MC,Master Card,Capital One,5325387462437094,Rachel F Colon,252,01/2014,01/2015,22,9644,74400
JC,Japan Credit Bureau,JCB,3541043455038117,Buck F Kiesel,618,12/2009,12/2024,23,0776,189400
JC,Japan Credit Bureau,JCB,3546486825234228,Gordon X Maxwell,200,05/2015,05/2031,3,7959,89000
VI,Visa,U.S. Bancorp,4977190524961679,Al Armendariz,566,01/2014,01/2019,3,6552,119500
JC,Japan Credit Bureau,JCB,3576731636309294,Henry O Durham,033,12/2008,12/2011,25,4723,20900
MC,Master Card,Bank of America,5467696313911521,Carl B Gravois,024,12/2010,12/2013,21,5230,135800
VI,Visa,Bank of America,4134690327432083,Esther Clay,034,04/2010,04/2024,5,8029,179000
JC,Japan Credit Bureau,JCB,3547843611318582,Tobias M Lechner,401,07/2011,07/2021,20,8552,109500
AX,American Express,U.S. Bancorp,347371495644806,Barbara X Holder,1321,01/2015,01/2035,24,4597,78400
MC,Master Card,Citibank,5177290551262515,Timothy H Boos,005,04/2012,04/2025,17,0495,118400
DC,Diners Club International,Diners Club,30462646891677,Frances J Wilkinson,339,05/2008,05/2020,11,0077,193800
JC,Japan Credit Bureau,JCB,3562363613918974,Fritz J Swinehart,305,03/2009,03/2010,23,1373,34900
DC,Diners Club International,Diners Club,30560473102140,Troy G Thomas,727,03/2017,03/2019,13,1731,60100
AX,American Express,American Express,373920145447924,Eldon J Rizzuto,4963,07/2012,07/2030,3,4798,186400
VI,Visa,Chase,4232054496115618,Diane Alston,488,08/2012,08/2024,10,2553,187700
DS,Discover,Discover,6227911161167277,Delphia Y Timmons,448,04/2014,04/2026,26,0298,77200
MC,Master Card,Bank of America,5273287462668452,Diana H Rutledge,666,05/2012,05/2013,12,8407,98900
DC,Diners Club International,Diners Club,30136203999418,Earlene W Pompey,210,04/2008,04/2011,19,6920,191000
AX,American Express,U.S. Bancorp,348461279719848,Dawn May,5578,01/2009,01/2012,5,2232,48900
VI,Visa,Chase,4722309471047062,Sid A Maitland,058,01/2012,01/2017,2,5617,155900
DC,Diners Club International,Diners Club,39158124006884,Emily T Wynn,279,02/2010,02/2014,13,1877,162900
JC,Japan Credit Bureau,JCB,3540923877068167,Joanie S Buchan,859,08/2011,08/2029,7,0733,97000
DS,Discover,Discover,6011838668818906,Melissa Baxter,719,04/2013,04/2031,20,0631,84700
VI,Visa,Wells Fargo,4688827727565266,Carlene U Doby,429,06/2007,06/2008,23,3412,74100
DS,Discover,Discover,6011625858378076,Steven Q Larson,033,05/2010,05/2026,4,2018,189100
AX,American Express,American Express,340475096036069,Patricia J Battiste,8232,02/2010,02/2019,23,2225,152600
JC,Japan Credit Bureau,JCB,3584860889269010,Eddie W Dean,498,05/2017,05/2032,17,2905,133000
AX,American Express,USAA,343862505827385,Jae Charette,9025,05/2014,05/2030,24,8839,91900
MC,Master Card,Bank of America,5477245692515566,Andrew R Beach,341,04/2014,04/2017,10,1493,74800
VI,Visa,Wells Fargo,4182557020851144,Ed Clardy,250,10/2015,10/2033,15,9036,155100
VI,Visa,Chase,4580039629435692,Edwin C Lott,814,10/2017,10/2027,23,9260,53000
DC,Diners Club International,Diners Club,30308122863765,Denita M Skates,408,03/2017,03/2026,9,1904,26200
AX,American Express,American Express,347038351152543,Darlene Rios,5475,06/2010,06/2016,22,8403,96200
AX,American Express,American Express,379008985396148,Tyron A Stuckey,6490,09/2011,09/2023,27,2488,96100
JC,Japan Credit Bureau,JCB,3588851222097685,Martha R Levine,095,08/2013,08/2018,7,8858,72300
DS,Discover,Discover,6011704178515194,Rocky R Sabbagh,072,02/2009,02/2010,1,5751,109000
AX,American Express,American Express,372950189782689,Anne Cain,8665,05/2014,05/2032,27,1445,43800
DS,Discover,Discover,6011588560302141,Pok E Ouimet,854,04/2008,04/2015,19,2115,92700
DC,Diners Club International,Diners Club,30930988574622,Roger A Anderson,141,04/2014,04/2025,23,6219,41300
DC,Diners Club International,Diners Club,30975259811450,Emiko N Micheals,098,04/2008,04/2022,10,7438,182900
VI,Visa,Barclays,4254959246200366,Rosa Pena,250,10/2016,10/2036,28,7567,116900
DC,Diners Club International,Diners Club,36088901801830,Lillian Brey,506,07/2016,07/2022,24,2696,176900
DS,Discover,Discover,6011039368379865,Benjamin Roy,559,04/2007,04/2017,15,0135,66200
MC,Master Card,Capital One,5458062488931060,Marica Sipp,296,03/2009,03/2012,23,1221,83900
DS,Discover,Discover,6448993262974200,Lawrence A Schmidt,314,03/2010,03/2021,7,2128,154100
MC,Master Card,Chase,5128729167432715,Altagracia G Fujiwara,617,08/2016,08/2034,13,3784,132000
VI,Visa,Chase,4844077519173439,Judith O Garner,592,02/2008,02/2010,2,5067,48400
DC,Diners Club International,Diners Club,36320035731041,Gerard M Spitler,965,05/2013,05/2017,14,4336,72100
AX,American Express,USAA,349912394582510,Yolanda P Robertson,6017,05/2007,05/2025,18,1547,52100
DC,Diners Club International,Diners Club,30136530724968,Devon G Zeringue,874,11/2008,11/2012,10,1739,137300
VI,Visa,USAA,4480599333158097,Grace Nunez,541,10/2009,10/2029,8,5061,32100
DC,Diners Club International,Diners Club,30116534040850,Kandy Boylan,113,07/2007,07/2022,6,5275,169600
JC,Japan Credit Bureau,JCB,3560072838263023,Melvin Merrill,931,06/2015,06/2027,18,8468,41700
AX,American Express,American Express,379561977328784,Chelsea R Horvath,4155,10/2008,10/2011,1,4260,129600
DS,Discover,Discover,6513594087351028,Johnny U Walters,776,03/2015,03/2023,13,0145,28800
JC,Japan Credit Bureau,JCB,3584385088018836,Wesley R Ehret,844,11/2009,11/2021,9,4575,115700
MC,Master Card,Capital One,5169130065618358,Rhonda N Long,214,01/2010,01/2017,9,9409,61700
MC,Master Card,Capital One,5452441324910379,Robert O Weidman,973,05/2014,05/2024,3,7416,162400
DS,Discover,Discover,6011027256266963,Stephen A Nolan,762,02/2017,02/2023,6,5243,80300
AX,American Express,American Express,374302693295592,Marguerite P Renda,9552,02/2012,02/2017,16,8092,130300
DS,Discover,Discover,6011991036017998,Hazel Mason,280,04/2011,04/2020,18,4923,129500
AX,American Express,American Express,341734115858799,Christel Z Tomes,7777,12/2007,12/2023,15,5172,52300
MC,Master Card,Bank of America,5322914626988416,Gary Ayala,403,12/2011,12/2025,5,1576,177600
DC,Diners Club International,Diners Club,30331798205335,Daniella T Brasher,480,10/2011,10/2014,3,2789,13800
VI,Visa,Chase,4505262694577162,Terry Quinn,880,05/2015,05/2020,27,2252,190100
AX,American Express,American Express,377437616427018,Raul T Arvizu,3300,08/2011,08/2019,23,1430,24200
DC,Diners Club International,Diners Club,30455985653948,Stacy D Joseph,139,03/2016,03/2026,12,0569,38900
AX,American Express,U.S. Bancorp,379815088158005,Trent B Cauthen,8356,12/2017,12/2030,1,5010,196000
DS,Discover,Discover,6011169926999183,Audrey F Bates,817,07/2009,07/2029,4,0484,11800
JC,Japan Credit Bureau,JCB,3551445790167088,Shawn L Barnhart,203,12/2012,12/2018,16,4551,71800
JC,Japan Credit Bureau,JCB,3531901254050884,Annette A Jarvis,233,02/2015,02/2023,25,0261,74800
VI,Visa,Bank of America,4201638966862423,Mariana Gain,469,04/2013,04/2016,1,1268,170400
AX,American Express,American Express,377807832394368,Raymond F Drake,1114,11/2007,11/2023,7,8207,80500
MC,Master Card,USAA,5180576462493792,Latosha Q Merryman,102,09/2014,09/2026,2,4392,127600
VI,Visa,Wells Fargo,4885193305842887,Carl Z Donovan,558,05/2011,05/2029,27,4208,119500
JC,Japan Credit Bureau,JCB,3535585318573100,Jake K Joy,345,11/2010,11/2022,5,1521,18000
DS,Discover,Discover,6011147443922920,Joan Moran,485,05/2007,05/2008,5,3669,70000
