Card Type Code,Card Type Full Name,Issuing Bank,Card Number,Card Holder's Name,CVV/CVV2,Issue Date,Expiry Date,Billing Date,Card PIN,Credit Limit
MT,Maestro,Barclays,180075326614963667,Grover Bruen,547,08/2001,08/2005,3,8390,301169
MT,Maestro,Bank of America,62779988259618499,Turner Monahan,314,05/2013,04/2018,11,7932,59649
VI,Visa,U.S. Bancorp,3007174399023589,Alexis Dach,580,02/2016,06/2019,19,1933,36922
AX,American Express,American Express,377938210923591,Cayla Hirthe,474,11/2018,05/2023,26,8737,261744
DS,Discover,Discover,344132442095440,Ellis Veum,838,09/2009,08/2014,22,5874,361883
HC,Hipercard,U.S. Bancorp,2229066401081320,Karley Boyle,954,08/2005,10/2009,14,2372,863969
HR,Hiper,Capital One,3901540921485354,Joseph Kreiger,565,03/2018,09/2022,21,2805,786288
MC,Mastercard,GE Capital,3623737074790499553,Emmet Wunsch,684,05/2002,11/2006,3,9543,569716
AX,American Express,American Express,6062827883382168,Perry Heaney,580,05/2005,02/2010,26,5876,122143
DS,Discover,Discover,4615802801801752,Jamarcus Cremin,548,07/2011,10/2014,10,3221,112434
DS,Discover,Discover,5067799874155415,Mariam Graham,1189,02/2009,01/2014,12,5094,492162
HR,Hiper,Barclays,6062820298934459,Joanne Abshire,857,09/2000,08/2005,16,1679,679782
MT,Maestro,Wells Fargo,6510266785095382609,Justina Swaniawski,164,03/2002,02/2007,7,2750,781381
HC,Hipercard,Chase,35890336071141839,Kiana Upton,760,04/2014,06/2017,4,5459,632487
MC,Mastercard,Wells Fargo,6507007138275615,Carmella Mohr,985,03/2002,12/2005,23,6964,464885
UP,UnionPay,Wells Fargo,3678372379905830020,Jordy Ritchie,713,05/2009,05/2012,17,7391,420783
DC,Diners Club,Diners Club International,6500312058286296,Dylan DuBuque,466,10/2013,11/2016,11,7815,376636
JC,JCB,Japan Credit Bureau,629243829019849269,Alberta Batz,340,05/2001,01/2005,23,1972,614731
AX,American Express,American Express,5000009258844,Tate Leffler,899,11/2003,05/2008,12,5700,568787
AX,American Express,American Express,352844342958841463,Euna Sanford,224,05/2008,04/2012,10,9351,725673
JC,JCB,Japan Credit Bureau,6062822452202939,Magdalen Schmeler,315,03/2007,11/2011,2,4143,55929
AX,American Express,American Express,6541260386734737922,Kallie Larkin,194,01/2003,10/2006,23,9445,390487
UP,UnionPay,Chase,622019518114168,Garrick Ullrich,478,08/2016,03/2021,12,3453,932908
VI,Visa,Barclays,628954042361337,Jeremy Sipes,770,03/2009,02/2013,25,5716,236330
VI,Visa,Bank of America,30546173139128,Myron Goodwin,588,05/2004,01/2009,25,8981,767408
HC,Hipercard,U.S. Bancorp,4703517243680860,Halle Kris,915,09/2016,08/2021,20,7443,974649
DC,Diners Club,Diners Club International,6219746218953190,Deontae Stehr,305,11/2005,07/2009,25,7870,587250
HR,Hiper,U.S. Bancorp,6062824480157937,Carleton Wiegand,128,07/2003,10/2006,10,4877,76844
AX,American Express,American Express,4769986098840856,Gregorio Paucek,361,03/2011,11/2014,2,6501,794650
HR,Hiper,Barclays,6498219245783248,Ed Ondricka,694,03/2011,07/2014,18,7777,867999
AX,American Express,American Express,6062822373758035,Laurence Reynolds,620,02/2010,07/2013,20,6930,55606
VI,Visa,Bank of America,345895820260781,Mikel Kris,523,05/2011,07/2014,19,2362,504438
UP,UnionPay,Chase,358927809108540069,Gerson Kuhn,986,10/2008,02/2013,19,2153,821492
UP,UnionPay,U.S. Bancorp,379209652442302,Emilia Bogisich,535,06/2004,01/2009,1,2871,539436
HR,Hiper,Bank of America,30057791622339,Otho Herman,951,07/2005,05/2009,20,8103,373131
UP,UnionPay,Capital One,371854536793988,Kellen Cole,880,07/2005,01/2009,2,5868,926341
EO,Elo,Chase,2231918988488128,Amie Bechtelar,967,07/2007,07/2012,1,5212,929830
UP,UnionPay,Bank of America,6550191211265978,Lue Kuhlman,5680,01/2008,12/2011,5,4645,478476
EO,Elo,Bank of America,5000000248270801103,King Becker,178,03/2015,04/2018,1,4275,890702
VI,Visa,Capital One,4576318269003465,Gwen Kerluke,735,12/2005,01/2009,27,2166,856999
EO,Elo,Barclays,2131153314860359,Vladimir Dickens,746,07/2004,03/2009,23,4280,577883
EO,Elo,Bank of America,67873078713613080,Erna Morissette,120,08/2007,08/2010,27,8768,518908
EO,Elo,Barclays,62778160733529,Judge Heidenreich,918,04/2019,11/2023,15,3634,703342
HR,Hiper,GE Capital,370788511380281,Bessie Zboncak,335,04/2019,05/2023,12,9411,298514
EO,Elo,Barclays,4855515028910474,Felicia Pfannerstill,479,07/2019,05/2023,18,9845,879895
HC,Hipercard,Chase,4709708371802202,Cordie Bogan,310,11/2011,10/2015,10,9340,200656
UP,UnionPay,Bank of America,3856578640506007209,Breanne Donnelly,177,10/2001,05/2005,5,7253,641599
AX,American Express,American Express,6375990893113049,Brent Goldner,950,03/2001,07/2004,24,3379,853684
MT,Maestro,GE Capital,4762540803632418,Ewell Klocko,440,04/2005,10/2008,1,1814,279551
HC,Hipercard,Wells Fargo,3625359840283534,Marcia Bins,779,03/2013,06/2017,24,3749,707643
UP,UnionPay,Bank of America,3004456103791517,Arnaldo Rempel,6439,05/2008,12/2011,5,1676,49729
AX,American Express,American Express,2294035870716369,Julia Franecki,562,05/2019,07/2023,12,2918,952916
JC,JCB,Japan Credit Bureau,6376121744273886,Maximillian Howell,618,11/2001,03/2006,24,1441,184481
EO,Elo,Barclays,6499685456334923418,Wilfredo Robel,8484,01/2019,02/2022,2,2874,33082
JC,JCB,Japan Credit Bureau,30021859915423,Aliza Johns,804,03/2006,06/2010,18,3880,614554
AX,American Express,American Express,2642088271527868,Kaylie Mosciski,183,01/2017,01/2021,13,4943,865505
MT,Maestro,Capital One,376782084912103,Orlo Brakus,583,09/2001,03/2005,3,2599,732170
MT,Maestro,Barclays,6497081279590969,Dianna Kuvalis,991,09/2018,03/2022,16,5108,703308
VI,Visa,Chase,2701630577056601,Milo Bednar,271,07/2014,07/2019,13,5882,966625
HC,Hipercard,Bank of America,378171774405024,Gladys Baumbach,168,11/2002,07/2006,20,3571,958742
JC,JCB,Japan Credit Bureau,213121853100745988,Catharine Reichert,618,06/2004,01/2008,8,3147,516256
UP,UnionPay,Capital One,508999524609229,Benedict Schaden,311,03/2018,02/2022,22,6368,301491
AX,American Express,American Express,6375991894551997,Narciso Marvin,401,10/2020,11/2023,24,7236,142803
HC,Hipercard,Barclays,6062821590423837,Victor Jones,382,12/2014,08/2018,18,7516,407697
MT,Maestro,U.S. Bancorp,8106342190087215,Annamarie Cremin,923,01/2000,05/2003,5,3305,958258
DC,Diners Club,Diners Club International,377217544477503,Wendell Cole,611,02/2004,06/2008,20,9759,910121
DS,Discover,Discover,5531940798667899,Conner Reinger,192,08/2009,11/2013,27,6057,880725
DC,Diners Club,Diners Club International,6500311320970190,Casimer Kunze,4621,06/2003,07/2006,4,1045,644008
MC,Mastercard,GE Capital,38494233395913,Uriel Labadie,271,06/2006,12/2010,2,3950,567909
EO,Elo,Capital One,6441747484711151989,Maye Lakin,157,12/2004,08/2009,25,6080,509278
MT,Maestro,U.S. Bancorp,4186587818542619,Monserrate Kihn,769,04/2004,11/2007,15,9489,564822
MT,Maestro,Capital One,18003601412035127,Geoffrey Wiza,296,04/2009,12/2012,21,2370,746814
DC,Diners Club,Diners Club International,5066992316463213,Brenden Medhurst,475,02/2005,12/2009,4,8848,596112
MC,Mastercard,Wells Fargo,59080162710146959,Sarina Feil,6167,01/2020,09/2023,9,2424,595610
EO,Elo,Bank of America,6504053576388919,Brielle Pollich,395,10/2012,05/2016,20,3589,542369
HC,Hipercard,Barclays,6516523244482233,Mateo Daugherty,800,06/2012,02/2017,23,2187,312927
UP,UnionPay,Bank of America,3008278869065826490,Hallie Orn,738,12/2010,12/2014,19,2350,427136
UP,UnionPay,Capital One,6062827424756730,Robyn Casper,783,02/2010,07/2013,1,7684,840848
MC,Mastercard,GE Capital,622126663951512339,Harold Kessler,633,10/2004,09/2008,7,1911,955168
HR,Hiper,Capital One,3055710528859157267,Lavinia Ratke,938,12/2020,03/2025,9,3095,18634
EO,Elo,Barclays,6062823865215484,Ayla Walsh,979,03/2009,03/2013,27,6258,711833
AX,American Express,American Express,1800929402607370408,Althea Crooks,892,03/2019,08/2022,26,8435,43350
JC,JCB,Japan Credit Bureau,344208706493248,Jared Deckow,224,04/2015,11/2019,4,8586,100943
MT,Maestro,Capital One,2720642940346269,Aaron Blanda,1519,11/2003,04/2008,9,3206,917404
MC,Mastercard,Bank of America,4806330061035647,Anahi Block,201,05/2005,09/2009,17,5199,120665
HC,Hipercard,Capital One,6376099505274642,Walter Mayer,108,12/2004,06/2008,1,7668,917554
MT,Maestro,Capital One,6500339204474435,Vivienne Champlin,829,12/2000,12/2005,22,8336,913092
HR,Hiper,Chase,3664779973657384522,Savanah Koepp,377,10/2010,06/2014,13,3688,324787
DS,Discover,Discover,6277006627666316,Marlon Pagac,760,05/2014,03/2018,10,8903,276497
VI,Visa,GE Capital,6375995642004209,Donnie Batz,586,04/2011,09/2014,18,1827,113219
MT,Maestro,Bank of America,4696838452889417,Franz Langosh,268,05/2004,08/2008,22,5821,86339
AX,American Express,American Express,6724777247491017,Rodger Lemke,659,04/2008,01/2012,14,2738,253578
UP,UnionPay,GE Capital,2720900986075436,Cordie Hermiston,880,04/2001,10/2004,22,5007,467012
MT,Maestro,Wells Fargo,6011011692517510,Carmine Stokes,199,02/2005,02/2010,12,2363,908074
JC,JCB,Japan Credit Bureau,62187681826939,Malachi Schneider,511,01/2012,04/2016,20,1407,995392
UP,UnionPay,Bank of America,6504959127687613833,Montana Schaden,210,06/2015,05/2020,3,9121,931698
UP,UnionPay,Capital One,2700548113743410,Harry Shields,359,06/2006,11/2010,14,5562,786623
EO,Elo,Barclays,180084737989374307,Theresia Maggio,188,08/2004,06/2009,4,5068,976748
VI,Visa,Capital One,4960966221294608,Ophelia Ruecker,199,10/2013,04/2017,8,2915,907153
AX,American Express,American Express,5089998273555883193,Dawn Paucek,139,07/2004,03/2008,17,6395,979179
MT,Maestro,Wells Fargo,6505411246306357,Chester Reichert,650,08/2009,06/2014,24,7415,772990
UP,UnionPay,GE Capital,213118965722906742,Johnpaul Johnson,495,11/2009,07/2013,19,4381,229985
DC,Diners Club,Diners Club International,621007395956913016,Oma Strosin,980,09/2019,07/2024,13,4972,805009
JC,JCB,Japan Credit Bureau,6277790006688369,Carmen Kohler,764,02/2007,11/2011,2,9149,448460
JC,JCB,Japan Credit Bureau,4105474074246292,Everardo Johns,294,07/2001,11/2005,18,2955,297702
DS,Discover,Discover,6062828624750432,Abdullah Stark,293,08/2005,12/2009,13,7041,97941
MT,Maestro,Barclays,6062827587565738,Darius Lemke,240,08/2002,06/2007,6,6523,719778
DC,Diners Club,Diners Club International,6498310550374276268,Adelle Baumbach,120,09/2013,08/2018,19,3260,379095
DS,Discover,Discover,6062823713049572,Keenan Rowe,121,06/2017,01/2021,23,4310,7269
VI,Visa,Chase,4573933411488894,Halie Klein,788,11/2008,02/2013,4,9113,356104
HC,Hipercard,GE Capital,6062821335400389,Chyna Fay,768,08/2001,06/2006,19,3942,645128
MT,Maestro,GE Capital,6376128854630318,Henry Lynch,323,08/2000,08/2004,14,2252,481390
JC,JCB,Japan Credit Bureau,36983752227657,Melyna Witting,920,11/2001,09/2005,27,2283,277157
AX,American Express,American Express,6270865032515849,Hester Turner,423,09/2007,07/2012,20,9336,422656
UP,UnionPay,GE Capital,4619018266782108,Angelo Hamill,103,02/2002,01/2007,7,7659,613428
UP,UnionPay,Bank of America,4576313026992753,Tyra Hickle,8257,12/2010,04/2014,12,1690,612884
MT,Maestro,Wells Fargo,30510828373581,Geoffrey Grant,610,03/2002,08/2005,17,4988,171361
HR,Hiper,U.S. Bancorp,6504057166929669,Susie Wyman,209,07/2007,09/2010,26,4552,51697
AX,American Express,American Express,5067798581729041,Melany Homenick,383,01/2011,04/2014,20,2254,78365
MT,Maestro,Barclays,67082491999040299,Katheryn Veum,703,06/2004,05/2008,8,1006,346633
HC,Hipercard,Bank of America,2131834080315464979,Odie Hessel,109,05/2020,08/2023,2,4759,562142
EO,Elo,Wells Fargo,3528177345002183385,Brenden Halvorson,907,09/2003,08/2007,12,6112,871378
DS,Discover,Discover,62212693341005763,Kathlyn Hyatt,878,05/2009,08/2012,27,6372,102054
MT,Maestro,Wells Fargo,4822989388122428,Jeremie Spinka,725,07/2014,09/2017,3,1056,263215
MT,Maestro,Capital One,39837582578118,Therese Hegmann,837,11/2019,03/2023,12,1074,799112
DS,Discover,Discover,18006788721616635,Megane Upton,919,03/2019,01/2024,7,3228,249288
EO,Elo,Chase,6496298898213267,Hilma Hermiston,6998,08/2008,09/2012,21,2177,98023
JC,JCB,Japan Credit Bureau,343594760155711,Ashton Monahan,180,05/2004,04/2008,14,4035,179739
AX,American Express,American Express,379744481888457,Carlos Murazik,8899,12/2009,11/2013,18,9197,400122
AX,American Express,American Express,506698499919686,Garnett Spinka,473,04/2005,11/2008,12,3932,538841
EO,Elo,Bank of America,8101100374086619729,Ruthie Rippin,900,12/2010,01/2014,1,5923,212584
MC,Mastercard,Capital One,6599129480014324,Kamille Torphy,477,07/2014,12/2018,26,5099,685513
HC,Hipercard,Barclays,49369867664620360,Sydnie Stokes,9613,09/2006,05/2011,24,5324,809588
VI,Visa,Capital One,378092785775249,Jenifer Hudson,477,07/2009,02/2014,22,5981,323689
MC,Mastercard,Wells Fargo,6062826594541377,Elizabeth Dooley,198,08/2013,02/2018,15,5041,366092
UP,UnionPay,Barclays,6062821843668972,Martin Wilkinson,695,11/2001,12/2005,14,9405,23208
HC,Hipercard,Bank of America,6277005913015531343,Nova Lockman,965,07/2004,05/2008,9,9620,743507
DC,Diners Club,Diners Club International,6370959104092917,Karli Sanford,100,12/2016,08/2020,16,4767,505476
MC,Mastercard,Barclays,5000004707846094,Meda Cassin,367,08/2007,06/2012,3,9104,634189
UP,UnionPay,U.S. Bancorp,6507007627005754,Jabari Wilkinson,374,12/2009,10/2013,10,1644,744052
AX,American Express,American Express,4965003865943707,Drake Jewess,995,03/2016,01/2020,12,8466,438247
DC,Diners Club,Diners Club International,4246972053263568,Tania Grady,257,05/2018,02/2023,3,1638,509282
DS,Discover,Discover,3818823152784235109,Randall Hessel,954,12/2019,07/2023,11,8526,869562
MC,Mastercard,GE Capital,626773035065355201,Jaydon Murray,375,03/2012,01/2016,5,4531,321565
AX,American Express,American Express,38925369559780,Alexys Rutherford,532,06/2005,12/2008,4,3236,731143
HC,Hipercard,Bank of America,627230754962222067,Lambert Reynolds,598,10/2008,08/2012,23,7391,325122
AX,American Express,American Express,6507207657199333,Edwardo Barton,624,07/2020,10/2024,10,7504,652813
AX,American Express,American Express,6507187667203434,Kennedi Reichel,764,04/2007,07/2010,11,4771,216806
HC,Hipercard,GE Capital,2131637694438944607,Lillie Grant,239,05/2006,04/2011,11,1025,789194
UP,UnionPay,Wells Fargo,379215444665399,Toni Kassulke,732,12/2012,01/2016,17,7762,537331
VI,Visa,Bank of America,6376121099044528,Otha Reinger,921,08/2010,03/2014,11,9036,653179
MC,Mastercard,Capital One,6330107192744556,Arne Skiles,890,02/2013,02/2016,11,8477,146282
HR,Hiper,U.S. Bancorp,6376095304020566,Maegan Wilderman,7416,10/2001,07/2006,3,6613,32790
HC,Hipercard,Capital One,2693694364938488,Pauline Willms,4988,12/2008,08/2012,5,5221,144066
HR,Hiper,U.S. Bancorp,3058045123731502052,Bobby Kertzmann,557,03/2011,09/2015,2,3849,477339
VI,Visa,GE Capital,6495525476538932066,Jermey Armstrong,632,11/2016,07/2020,5,9230,181330
MC,Mastercard,Chase,6062829972870988,Austyn Walker,8840,09/2015,07/2020,25,6272,913482
HR,Hiper,GE Capital,2221329914081825,Adele Bartoletti,581,01/2013,02/2016,18,3993,629530
EO,Elo,Barclays,371271523573481,Willa Gibson,177,02/2006,07/2010,3,1346,184229
VI,Visa,Bank of America,4549641031402598,Ressie Morar,174,03/2002,12/2006,19,8640,455797
UP,UnionPay,Bank of America,6277800698377237,Pattie Ferry,860,10/2005,06/2009,21,4602,740610
DS,Discover,Discover,6376129306749359,Lew Rice,100,01/2002,11/2005,17,4937,472828
MC,Mastercard,Barclays,3870561847644121418,Weldon Ferry,508,05/2020,10/2023,7,6236,442040
JC,JCB,Japan Credit Bureau,5066985748264,Noemi Schowalter,558,05/2020,06/2023,6,9983,56625
HR,Hiper,Wells Fargo,3623512108310225592,Guiseppe Jacobs,800,06/2012,01/2017,3,1689,467313
JC,JCB,Japan Credit Bureau,343647523724205,Ebba Emmerich,276,05/2016,09/2019,24,6456,280153
VI,Visa,GE Capital,36292044170984,Agustin Braun,948,12/2007,12/2011,12,6816,528954
MT,Maestro,Capital One,6507200098481469,Kaia Little,615,05/2015,02/2019,27,4845,239753
MC,Mastercard,GE Capital,50000078831746418,Lenore Nicolas,522,10/2000,11/2004,5,1386,309445
HC,Hipercard,Wells Fargo,6300082023224340,Luisa Predovic,2209,02/2019,11/2023,26,8121,338703
HC,Hipercard,Barclays,6376095550212198,Nelda Powlowski,4931,03/2019,03/2024,16,8499,359778
VI,Visa,Chase,342319016882517,Elmo Kirlin,708,05/2015,09/2019,19,4279,367485
VI,Visa,GE Capital,3528529873488261,Casper Fisher,128,06/2020,12/2024,3,4882,574316
VI,Visa,Capital One,6375996134920860,Lesley Kshlerin,861,07/2011,12/2014,10,7478,24412
EO,Elo,Chase,2229418672555047,Dwight Mraz,797,10/2004,11/2008,2,3370,725858
HR,Hiper,Capital One,5066996240391390,Ilene Grady,5301,02/2017,05/2020,27,9738,931031
DC,Diners Club,Diners Club International,620251996139159,Thurman Haley,870,05/2003,01/2007,6,5576,131807
VI,Visa,Capital One,62465582595937504,Taylor Carroll,483,01/2015,08/2019,22,2816,412788
DC,Diners Club,Diners Club International,6500516760807369,Matilda Abbott,900,04/2019,10/2023,1,9110,897205
DS,Discover,Discover,2131607417662731,Fae Mills,909,11/2011,03/2016,20,2878,697506
UP,UnionPay,Barclays,6218401157495487,Nyah Stroman,7178,07/2017,06/2022,13,8213,250712
AX,American Express,American Express,62726630615768,Neil Vandervort,245,11/2003,06/2007,25,1656,405637
HC,Hipercard,Capital One,6446404782622524258,Elmira Lubowitz,104,07/2018,05/2023,24,6139,675030
JC,JCB,Japan Credit Bureau,35894736919292148,Abbie Herzog,211,05/2017,06/2020,27,2466,387900
DS,Discover,Discover,3000548930195435,Cade McLaughlin,413,07/2019,06/2023,12,8730,29188
MT,Maestro,Capital One,375596803659964,Marty Collier,478,10/2010,04/2015,22,7065,949686
UP,UnionPay,Bank of America,6370950753405401,Margret Cremin,671,09/2004,05/2009,25,3078,482774
MT,Maestro,GE Capital,6504855573691578,Regan Walsh,8394,08/2011,02/2015,18,5469,807550
AX,American Express,American Express,632088774773098,Jaquan Gutmann,645,04/2007,01/2011,7,8757,428469
HR,Hiper,Barclays,21310878360234819,Annie Bergnaum,728,08/2007,03/2011,18,5852,391639
JC,JCB,Japan Credit Bureau,21314293616345789,Delbert Stiedemann,8420,05/2009,03/2014,25,1528,303398
MC,Mastercard,U.S. Bancorp,3528713375478769616,Brant Wunsch,172,09/2018,05/2022,17,1570,77245
HR,Hiper,Capital One,343948367858764,Kailey Kshlerin,673,10/2009,02/2013,12,4554,619151
MT,Maestro,GE Capital,6375682003531703,Kathryn Hagenes,303,04/2006,12/2010,25,7478,641871
AX,American Express,American Express,6062827565894639,Macey Hyatt,244,07/2006,04/2010,12,3560,943500
JC,JCB,Japan Credit Bureau,6376127616883983,Jerry Quigley,391,03/2009,01/2013,22,6606,189750
VI,Visa,Wells Fargo,6062827387904343,Silas Macejkovic,451,05/2006,03/2011,13,2180,151886
MT,Maestro,U.S. Bancorp,6062822687964808,Barry Grimes,159,01/2015,08/2019,3,5348,60809
JC,JCB,Japan Credit Bureau,30091142412801,Naomie Kertzmann,459,10/2018,12/2021,5,3483,803056
JC,JCB,Japan Credit Bureau,6062820669694989,Precious Schimmel,146,06/2019,12/2022,24,1006,221164
MC,Mastercard,GE Capital,3050527410222157783,Paula Cummerata,282,02/2000,01/2004,17,9001,628798
EO,Elo,Bank of America,4704730275039488,Mackenzie Glover,6292,08/2002,10/2005,18,4589,370995
JC,JCB,Japan Credit Bureau,6375688673595928,Reed Maggio,320,07/2012,11/2015,27,5901,587543
VI,Visa,Chase,6062829324441439,Mittie Altenwerth,481,12/2020,11/2024,24,5393,856340
EO,Elo,Bank of America,62631784924662824,Dedrick Hills,968,07/2015,02/2020,9,6743,304011
JC,JCB,Japan Credit Bureau,6062820016215637,Lauryn Emmerich,766,09/2007,07/2011,5,7825,957441
DC,Diners Club,Diners Club International,67060408702029,Orie Kassulke,465,08/2016,01/2020,8,6211,856012
MT,Maestro,Bank of America,6445987024341016,Lucy Hackett,296,02/2005,07/2008,21,3417,624360
EO,Elo,Wells Fargo,349630119735334,Savanna Mante,658,08/2009,11/2012,8,8831,671418
EO,Elo,Barclays,622058526991407,Deja Wyman,784,09/2013,02/2018,20,3491,580762
DC,Diners Club,Diners Club International,6713484990040569526,Morris Watsica,899,08/2014,03/2019,24,7587,237339
UP,UnionPay,U.S. Bancorp,6507202936886248,Joelle Will,176,04/2015,03/2019,23,3093,539561
HC,Hipercard,U.S. Bancorp,3951307608332856,Brenda Daugherty,222,03/2006,12/2009,8,2141,66831
HR,Hiper,Barclays,340313853362958,Aleen Aufderhar,930,04/2008,07/2011,12,6565,153234
AX,American Express,American Express,36951337039459,Santino Jacobson,168,09/2017,01/2022,3,5202,834930
AX,American Express,American Express,6062828876954245,Buford McCullough,372,07/2008,03/2013,4,1432,999975
EO,Elo,GE Capital,6509011525703401,Francisca Kihn,735,10/2015,08/2019,11,3384,342539
HC,Hipercard,Barclays,6062827858971441,Kraig Bayer,2262,05/2011,04/2015,18,4130,753761
DC,Diners Club,Diners Club International,6507189077281778,Leora Becker,611,11/2013,06/2017,17,3610,919128
DS,Discover,Discover,6062828367661820,Herbert Sipes,205,05/2000,03/2004,6,7361,257290
HR,Hiper,Barclays,3655677780782006,Oma Tremblay,994,11/2009,02/2014,5,7159,591438
JC,JCB,Japan Credit Bureau,62209442033335178,Gerson Wehner,988,08/2005,11/2008,20,9495,998234
DS,Discover,Discover,81513734196169225,Alexanne McLaughlin,491,03/2015,01/2019,13,1653,227588
EO,Elo,GE Capital,5118235725431613,Felicia Gottlieb,568,11/2003,04/2008,21,6075,473204
AX,American Express,American Express,6062821785118929,Dakota King,668,12/2020,01/2024,9,9694,213844
DC,Diners Club,Diners Club International,6592369511340549,Brennon Gusikowski,154,01/2009,10/2012,7,7290,901664
AX,American Express,American Express,6550191106950882,Ismael McGlynn,4193,03/2003,03/2008,3,3372,18793
UP,UnionPay,GE Capital,811098251650043,Kennedy Hauck,868,12/2007,09/2012,14,2915,535245
MC,Mastercard,Barclays,506779142047974,Donnell Kemmer,482,04/2007,08/2010,19,6379,602033
UP,UnionPay,U.S. Bancorp,50669829775501389,Mattie Keebler,955,10/2018,12/2022,19,6025,524364
HC,Hipercard,Chase,4975103238426162,Keira Borer,977,12/2004,01/2009,9,5251,449568
EO,Elo,GE Capital,3624533998807978,Vallie Powlowski,4069,01/2013,07/2017,13,5552,840849
HC,Hipercard,Bank of America,6376128216014862,Obie Douglas,703,01/2013,02/2016,17,3079,714815
HR,Hiper,Wells Fargo,62352590315339,Kyle Reilly,688,07/2004,08/2008,2,4217,20063
VI,Visa,GE Capital,343055026446377,Jennings Williamson,835,12/2000,04/2005,26,9526,7148
DC,Diners Club,Diners Club International,6375683367269591,Shanon Oberbrunner,862,03/2016,08/2020,18,6585,722171
MT,Maestro,Wells Fargo,6495974372202831757,Abigale Rohan,771,12/2002,10/2007,12,7611,764130
AX,American Express,American Express,6550592341624457,Mathias Jenkins,342,11/2009,08/2013,6,9560,203654
VI,Visa,Chase,4026285924381279,Johnathan Robel,418,05/2019,09/2023,23,5662,268608
MT,Maestro,Barclays,6376126162383281,Joan Braun,306,02/2008,04/2012,14,9739,187671
MT,Maestro,Bank of America,6370951686880819,Henderson Gutmann,133,06/2018,03/2023,21,6319,240266
HR,Hiper,Bank of America,6509011405013376,Kamille Quitzon,600,11/2006,10/2011,12,4764,958710
VI,Visa,Chase,50000036423489862,Myah Heaney,6356,10/2007,07/2012,1,6063,61732
MC,Mastercard,Bank of America,6062820316095416,Demario Buckridge,682,01/2018,01/2022,3,1268,622990
JC,JCB,Japan Credit Bureau,349953120749353,Brad Langworth,399,01/2013,08/2016,12,2250,809343
HC,Hipercard,Bank of America,39279359722233,Ines Ledner,762,05/2003,01/2007,22,9531,362206
EO,Elo,GE Capital,3589565604741178,Sydnee Gerhold,2161,07/2001,11/2005,19,2973,700567
DC,Diners Club,Diners Club International,6062825792222061,Alexys Carter,864,10/2002,08/2007,25,1199,872373
MC,Mastercard,Wells Fargo,2221167611920519,Lilian Douglas,237,10/2018,10/2022,24,3809,927900
MT,Maestro,Barclays,3935599569776714,Lacy Upton,850,11/2004,12/2007,23,2899,524946
JC,JCB,Japan Credit Bureau,6062829988191676,Lulu Hermann,933,09/2013,01/2018,4,6964,651218
HC,Hipercard,GE Capital,6443657917884701,Alberta Bode,322,08/2006,08/2010,18,4881,992746
VI,Visa,GE Capital,3051522580792322190,Dillon Gutkowski,515,03/2002,08/2005,8,5194,539400
JC,JCB,Japan Credit Bureau,21311777672979211,Nash Gottlieb,819,08/2011,01/2015,8,7062,179320
VI,Visa,Capital One,6500315920219932,Elna Borer,806,09/2005,08/2010,22,7174,224051
EO,Elo,Chase,6591477355690837,Jalen Moen,501,04/2009,09/2013,13,5985,262206
EO,Elo,Chase,6062825389791916,Brandi Quigley,1839,08/2004,05/2008,9,9039,987990
JC,JCB,Japan Credit Bureau,6218484277522398,Amie Schmitt,783,05/2002,06/2005,10,8645,710448
DS,Discover,Discover,2710421820006331,Marco Osinski,884,12/2003,02/2007,5,7890,700327
MC,Mastercard,Barclays,6277807465942309,Dina Schuppe,585,10/2004,02/2009,11,2555,31937
VI,Visa,Chase,344377533731730,Idella Conroy,472,11/2019,02/2024,22,6670,981495
DC,Diners Club,Diners Club International,6370957099006108,Brionna Halvorson,777,03/2007,04/2011,2,3458,796034
DC,Diners Club,Diners Club International,6062826533887568,Reid Fay,1320,09/2020,10/2023,24,8552,989558
DS,Discover,Discover,21319135201756745,Kade Borer,487,11/2013,11/2017,1,2904,1449
HR,Hiper,Barclays,6220786850189891076,Kaitlin Turcotte,731,01/2009,06/2013,12,5194,85121
VI,Visa,Capital One,370759562488901,Lupe Jacobs,282,01/2019,05/2022,19,3268,815648
MC,Mastercard,GE Capital,3055253101818634,Therese Prohaska,545,06/2009,12/2012,21,3689,181628
DS,Discover,Discover,3589510049466957,Carlos Osinski,182,05/2012,11/2015,21,6710,676469
MC,Mastercard,GE Capital,2710987981757037,Litzy Legros,768,05/2011,09/2015,1,8539,562057
DC,Diners Club,Diners Club International,6444603138682358,Walton Stokes,620,10/2000,11/2003,14,7512,927891
JC,JCB,Japan Credit Bureau,6375687445844648,Lenny Reynolds,250,01/2016,11/2020,5,5687,504166
EO,Elo,U.S. Bancorp,5090001789928395,Hilma Dickinson,977,09/2011,11/2014,26,1853,178393
VI,Visa,Chase,340832825625762,Jayden Koelpin,158,02/2011,01/2015,11,1551,744099
DC,Diners Club,Diners Club International,6509738982761867177,Janet Roob,260,12/2019,08/2024,27,7690,838191
DC,Diners Club,Diners Club International,2658597612502647,Daniella Kohler,201,04/2000,06/2003,26,3658,130930
JC,JCB,Japan Credit Bureau,500000642803228004,Drake Corkery,279,02/2004,08/2007,12,9806,77476
DS,Discover,Discover,2716231589898479,Levi Boehm,2172,08/2008,02/2012,2,8315,25136
